latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-21.97892,-56.06004,320.34,3.37,1.73,2026-09-08,1,Terra,MODIS,100,6.1NRT,285.6,119.13,N
-21.97602,-56.02704,300.46,3.35,1.73,2026-09-08,1,Terra,MODIS,28,6.1NRT,283.97,33.61,N
-21.97575,-56.05482,322.26,3.37,1.73,2026-09-08,1,Terra,MODIS,100,6.1NRT,285.46,128.85,N
-20.49789,-57.42811,307.0,4.11,1.88,2026-09-08,1,Terra,MODIS,70,6.1NRT,285.25,68.97,N
-20.49226,-57.43343,304.81,4.11,1.88,2026-09-08,1,Terra,MODIS,62,6.1NRT,285.03,58.69,N
-18.78203,-49.44349,302.25,1.09,1.04,2026-09-08,1,Terra,MODIS,48,6.1NRT,288.86,5.49,N
-18.77286,-49.44481,307.97,1.09,1.04,2026-09-08,1,Terra,MODIS,73,6.1NRT,288.6,9.56,N
-18.77157,-49.4348,314.76,1.09,1.04,2026-09-08,1,Terra,MODIS,90,6.1NRT,289.24,15.51,N
-18.69625,-49.63734,311.7,1.1,1.05,2026-09-08,1,Terra,MODIS,83,6.1NRT,289.07,12.88,N
-18.69495,-49.62713,303.56,1.1,1.05,2026-09-08,1,Terra,MODIS,56,6.1NRT,289.19,6.58,N
-16.13441,-49.52192,301.22,1.05,1.02,2026-09-08,1,Terra,MODIS,39,6.1NRT,288.09,5.0,N
-15.83463,-56.61135,300.0,3.09,1.67,2026-09-08,1,Terra,MODIS,5,6.1NRT,288.25,19.21,N
-14.91056,-44.67792,307.62,1.4,1.17,2026-09-08,1,Terra,MODIS,25,6.1NRT,280.53,14.14,N
-13.44179,-43.81858,328.62,1.7,1.28,2026-09-08,3,Terra,MODIS,93,6.1NRT,294.92,55.58,N
-13.43053,-43.82032,317.38,1.7,1.28,2026-09-08,3,Terra,MODIS,62,6.1NRT,292.13,27.94,N
-13.40191,-44.15123,308.65,1.61,1.25,2026-09-08,3,Terra,MODIS,75,6.1NRT,296.8,10.06,N
-11.39269,-45.75654,310.25,1.34,1.15,2026-09-08,3,Terra,MODIS,48,6.1NRT,292.02,13.09,N
-11.39087,-45.74463,324.88,1.35,1.15,2026-09-08,3,Terra,MODIS,100,6.1NRT,292.08,33.57,N
-11.3826,-45.75809,312.66,1.34,1.15,2026-09-08,3,Terra,MODIS,68,6.1NRT,291.98,15.63,N
-11.38239,-45.75153,309.96,1.35,1.15,2026-09-08,3,Terra,MODIS,46,6.1NRT,291.89,12.51,N
-11.3723,-45.75311,327.79,1.35,1.15,2026-09-08,3,Terra,MODIS,100,6.1NRT,292.77,37.08,N
-11.37054,-45.74123,325.01,1.35,1.15,2026-09-08,3,Terra,MODIS,84,6.1NRT,292.33,32.1,N
-11.35031,-45.7442,306.93,1.35,1.15,2026-09-08,3,Terra,MODIS,45,6.1NRT,291.52,9.84,N
-11.34853,-45.73222,312.13,1.35,1.15,2026-09-08,3,Terra,MODIS,84,6.1NRT,291.84,15.95,N
-11.33401,-45.09533,307.95,1.49,1.21,2026-09-08,3,Terra,MODIS,46,6.1NRT,295.68,10.56,N
-11.33205,-45.36224,332.17,1.43,1.18,2026-09-08,3,Terra,MODIS,100,6.1NRT,295.37,51.84,N
-11.32333,-45.09636,310.88,1.49,1.21,2026-09-08,3,Terra,MODIS,37,6.1NRT,295.73,13.22,N
-11.3213,-45.08316,310.85,1.5,1.21,2026-09-08,3,Terra,MODIS,61,6.1NRT,296.18,13.3,N
-11.31926,-45.06986,307.66,1.5,1.21,2026-09-08,3,Terra,MODIS,24,6.1NRT,295.78,9.7,N
-11.31272,-45.09796,311.06,1.49,1.21,2026-09-08,3,Terra,MODIS,73,6.1NRT,293.85,13.72,N
-11.31068,-45.08469,306.78,1.5,1.21,2026-09-08,3,Terra,MODIS,14,6.1NRT,294.09,8.33,N
-10.25476,-45.20316,304.08,1.53,1.22,2026-09-08,3,Terra,MODIS,45,6.1NRT,293.43,7.01,N
-10.24407,-45.20491,303.85,1.53,1.22,2026-09-08,3,Terra,MODIS,39,6.1NRT,293.77,6.85,N
-9.0889,-47.81882,306.78,1.1,1.05,2026-09-08,3,Terra,MODIS,69,6.1NRT,292.5,6.89,N
-8.77883,-48.36654,302.51,1.06,1.03,2026-09-08,3,Terra,MODIS,50,6.1NRT,291.84,4.01,N
-8.36123,-49.72501,304.95,1.0,1.0,2026-09-08,3,Terra,MODIS,62,6.1NRT,288.18,4.83,N
-8.27795,-46.37888,311.61,1.36,1.15,2026-09-08,3,Terra,MODIS,83,6.1NRT,294.78,13.85,N
-7.79914,-49.20749,309.47,1.02,1.01,2026-09-08,3,Terra,MODIS,77,6.1NRT,293.4,7.19,N
-7.7979,-49.19852,339.36,1.02,1.01,2026-09-08,3,Terra,MODIS,100,6.1NRT,294.66,41.61,N
-7.75409,-49.54779,301.2,1.01,1.0,2026-09-08,3,Terra,MODIS,39,6.1NRT,286.16,3.6,N
-7.61213,-47.29654,320.64,1.22,1.1,2026-09-08,3,Terra,MODIS,100,6.1NRT,296.34,21.88,N
-7.61059,-47.2858,319.87,1.22,1.1,2026-09-08,3,Terra,MODIS,99,6.1NRT,296.04,20.94,N
-7.37786,-47.01951,327.3,1.27,1.12,2026-09-08,3,Terra,MODIS,100,6.1NRT,296.92,33.54,N
-7.37624,-47.00835,309.7,1.28,1.12,2026-09-08,3,Terra,MODIS,75,6.1NRT,295.97,10.23,N
-7.36802,-47.02097,324.79,1.27,1.12,2026-09-08,3,Terra,MODIS,100,6.1NRT,295.85,29.15,N
-7.36639,-47.00977,305.54,1.28,1.12,2026-09-08,3,Terra,MODIS,54,6.1NRT,295.22,5.99,N
-7.42678,-49.37679,306.05,1.01,1.01,2026-09-08,5,Terra,MODIS,67,6.1NRT,293.17,5.21,N
-7.37386,-47.76567,316.95,1.16,1.07,2026-09-08,5,Terra,MODIS,94,6.1NRT,295.91,15.59,N
-7.3724,-47.75551,306.43,1.16,1.07,2026-09-08,5,Terra,MODIS,64,6.1NRT,295.55,5.71,N
-7.06417,-56.47696,302.59,2.23,1.45,2026-09-08,5,Terra,MODIS,34,6.1NRT,284.98,20.69,N
-6.96174,-50.42282,305.28,1.0,1.0,2026-09-08,5,Terra,MODIS,64,6.1NRT,292.24,5.26,N
-6.92142,-44.94755,309.92,1.82,1.32,2026-09-08,5,Terra,MODIS,79,6.1NRT,295.32,16.32,N
-6.91346,-44.95554,305.58,1.82,1.32,2026-09-08,5,Terra,MODIS,65,6.1NRT,295.27,10.26,N
-6.79186,-58.9458,304.66,3.51,1.76,2026-09-08,5,Terra,MODIS,20,6.1NRT,290.9,26.35,N
-6.77628,-58.97242,308.87,3.53,1.77,2026-09-08,5,Terra,MODIS,47,6.1NRT,291.03,40.74,N
-6.7609,-58.94913,303.92,3.51,1.76,2026-09-08,5,Terra,MODIS,10,6.1NRT,291.14,23.84,N
-6.69753,-47.41653,321.17,1.23,1.1,2026-09-08,5,Terra,MODIS,100,6.1NRT,295.96,23.13,N
-6.65138,-51.17955,302.2,1.03,1.01,2026-09-08,5,Terra,MODIS,39,6.1NRT,288.97,3.51,N
-6.64727,-51.49207,309.64,1.05,1.02,2026-09-08,5,Terra,MODIS,78,6.1NRT,293.16,8.78,N
-6.64272,-59.46206,305.88,3.85,1.83,2026-09-08,5,Terra,MODIS,66,6.1NRT,290.17,38.35,N
-6.64248,-51.18079,318.21,1.03,1.01,2026-09-08,5,Terra,MODIS,96,6.1NRT,288.86,15.68,N
-6.64127,-51.17179,304.59,1.03,1.01,2026-09-08,5,Terra,MODIS,61,6.1NRT,288.32,5.14,N
-6.63855,-59.4283,307.24,3.82,1.83,2026-09-08,5,Terra,MODIS,71,6.1NRT,290.24,44.08,N
-6.62319,-44.72897,305.4,1.91,1.35,2026-09-08,5,Terra,MODIS,55,6.1NRT,295.25,10.29,N
-6.62053,-44.71175,307.6,1.92,1.35,2026-09-08,5,Terra,MODIS,72,6.1NRT,295.19,14.37,N
-6.61465,-44.71869,318.57,1.92,1.35,2026-09-08,5,Terra,MODIS,97,6.1NRT,295.64,37.12,N
-6.5762,-51.10419,310.44,1.02,1.01,2026-09-08,5,Terra,MODIS,80,6.1NRT,293.59,8.21,N
-6.057,-57.80821,306.94,2.76,1.59,2026-09-08,5,Terra,MODIS,70,6.1NRT,291.97,23.46,N
-6.05398,-57.78424,306.74,2.75,1.59,2026-09-08,5,Terra,MODIS,69,6.1NRT,292.03,22.33,N
-6.0162,-45.81961,311.43,1.62,1.25,2026-09-08,5,Terra,MODIS,81,6.1NRT,295.34,18.33,N
-6.01411,-45.80527,306.24,1.62,1.25,2026-09-08,5,Terra,MODIS,64,6.1NRT,295.22,11.17,N
-5.9974,-57.72402,306.47,2.71,1.58,2026-09-08,5,Terra,MODIS,27,6.1NRT,292.12,17.49,N
-5.99433,-57.7004,309.72,2.7,1.57,2026-09-08,5,Terra,MODIS,58,6.1NRT,292.25,25.68,N
-5.98956,-57.71965,316.07,2.71,1.58,2026-09-08,5,Terra,MODIS,92,6.1NRT,292.37,46.68,N
-5.98358,-57.72596,309.94,2.71,1.58,2026-09-08,5,Terra,MODIS,63,6.1NRT,292.19,27.18,N
-5.93898,-51.70423,321.0,1.05,1.02,2026-09-08,5,Terra,MODIS,100,6.1NRT,270.2,20.58,N
-5.91603,-52.49048,302.03,1.13,1.06,2026-09-08,5,Terra,MODIS,46,6.1NRT,285.06,5.29,N
-5.80308,-49.97765,312.63,1.01,1.0,2026-09-08,5,Terra,MODIS,84,6.1NRT,295.98,9.75,N
-5.76821,-49.12413,309.92,1.05,1.02,2026-09-08,5,Terra,MODIS,76,6.1NRT,297.01,8.02,N
-5.76693,-49.11491,310.94,1.05,1.02,2026-09-08,5,Terra,MODIS,79,6.1NRT,297.08,8.65,N
-5.75922,-49.12542,315.43,1.05,1.02,2026-09-08,5,Terra,MODIS,90,6.1NRT,297.03,11.93,N
-5.75794,-49.11621,326.07,1.05,1.02,2026-09-08,5,Terra,MODIS,100,6.1NRT,297.44,23.16,N
-5.75666,-49.10699,317.1,1.05,1.02,2026-09-08,5,Terra,MODIS,94,6.1NRT,296.85,13.56,N
-5.62843,-44.24742,305.21,2.18,1.43,2026-09-08,5,Terra,MODIS,60,6.1NRT,294.81,14.33,N
-5.62733,-44.25316,309.56,2.18,1.43,2026-09-08,5,Terra,MODIS,76,6.1NRT,294.73,23.89,N
-5.59502,-45.37593,310.49,1.78,1.31,2026-09-08,5,Terra,MODIS,78,6.1NRT,297.73,18.18,N
-5.49626,-48.17905,307.63,1.15,1.07,2026-09-08,5,Terra,MODIS,68,6.1NRT,296.11,7.11,N
-5.49482,-48.16895,319.04,1.16,1.07,2026-09-08,5,Terra,MODIS,98,6.1NRT,296.41,18.26,N
-4.98523,-50.64915,307.75,1.0,1.0,2026-09-08,5,Terra,MODIS,69,6.1NRT,295.68,6.57,N
-4.98403,-50.64038,323.63,1.0,1.0,2026-09-08,5,Terra,MODIS,100,6.1NRT,297.12,20.1,N
-4.83065,-42.75603,306.4,2.97,1.64,2026-09-08,5,Terra,MODIS,61,6.1NRT,294.83,17.72,N
-4.72447,-48.8439,309.15,1.09,1.04,2026-09-08,5,Terra,MODIS,74,6.1NRT,296.27,7.69,N
-4.70291,-49.15477,308.75,1.06,1.03,2026-09-08,5,Terra,MODIS,72,6.1NRT,296.11,7.48,N
-4.57592,-47.18742,361.35,1.36,1.15,2026-09-08,5,Terra,MODIS,100,6.1NRT,298.89,137.06,N
-4.57424,-47.17549,360.89,1.36,1.16,2026-09-08,5,Terra,MODIS,100,6.1NRT,299.0,135.91,N
-4.56914,-47.21263,306.21,1.35,1.15,2026-09-08,5,Terra,MODIS,62,6.1NRT,295.98,7.58,N
-4.48424,-48.19461,307.31,1.18,1.08,2026-09-08,5,Terra,MODIS,67,6.1NRT,295.21,7.93,N
-4.36325,-47.78409,345.55,1.25,1.11,2026-09-08,5,Terra,MODIS,100,6.1NRT,296.38,71.87,N
-4.36169,-47.77306,346.2,1.25,1.11,2026-09-08,5,Terra,MODIS,100,6.1NRT,296.07,73.9,N
-4.3464,-47.5933,325.77,1.29,1.13,2026-09-08,5,Terra,MODIS,100,6.1NRT,297.66,30.98,N
-4.34481,-47.58207,318.81,1.29,1.13,2026-09-08,5,Terra,MODIS,97,6.1NRT,297.61,20.55,N
-4.16967,-50.0865,312.12,1.01,1.01,2026-09-08,5,Terra,MODIS,82,6.1NRT,295.74,9.51,N
-4.11071,-49.07079,312.24,1.08,1.04,2026-09-08,5,Terra,MODIS,83,6.1NRT,296.8,10.27,N
-4.1094,-49.06129,313.01,1.09,1.04,2026-09-08,5,Terra,MODIS,85,6.1NRT,297.58,11.06,N
-4.07654,-48.95879,310.3,1.1,1.04,2026-09-08,5,Terra,MODIS,77,6.1NRT,296.47,9.05,N
-4.07521,-48.9492,306.66,1.1,1.04,2026-09-08,5,Terra,MODIS,65,6.1NRT,296.35,6.28,N
-4.05675,-50.88217,306.89,1.0,1.0,2026-09-08,5,Terra,MODIS,59,6.1NRT,295.93,4.74,N
-4.05554,-50.87342,314.64,1.0,1.0,2026-09-08,5,Terra,MODIS,88,6.1NRT,296.23,10.37,N
-4.04796,-50.8834,312.82,1.0,1.0,2026-09-08,5,Terra,MODIS,84,6.1NRT,296.09,8.78,N
-4.04676,-50.87465,330.0,1.0,1.0,2026-09-08,5,Terra,MODIS,100,6.1NRT,297.46,26.19,N
-4.03918,-50.88463,320.8,1.0,1.0,2026-09-08,5,Terra,MODIS,100,6.1NRT,296.52,15.78,N
-4.03797,-50.87587,318.93,1.0,1.0,2026-09-08,5,Terra,MODIS,97,6.1NRT,296.86,14.1,N
-3.92368,-49.05144,318.4,1.09,1.04,2026-09-08,5,Terra,MODIS,96,6.1NRT,296.81,16.34,N
-3.75251,-49.47985,317.28,1.05,1.03,2026-09-08,5,Terra,MODIS,94,6.1NRT,295.99,14.59,N
-3.69626,-49.541,329.29,1.05,1.02,2026-09-08,5,Terra,MODIS,100,6.1NRT,297.01,27.85,N
-3.69499,-49.5318,331.55,1.05,1.02,2026-09-08,5,Terra,MODIS,100,6.1NRT,296.42,31.01,N
-3.55274,-48.19677,310.15,1.21,1.09,2026-09-08,5,Terra,MODIS,77,6.1NRT,294.99,8.69,N
-3.55126,-48.18635,415.07,1.21,1.1,2026-09-08,5,Terra,MODIS,100,6.1NRT,304.71,469.14,N
-3.54975,-48.17578,406.89,1.22,1.1,2026-09-08,5,Terra,MODIS,100,6.1NRT,305.0,392.05,N
-3.54163,-48.18768,344.61,1.21,1.1,2026-09-08,5,Terra,MODIS,100,6.1NRT,296.37,64.9,N
-3.54012,-48.17708,319.83,1.22,1.1,2026-09-08,5,Terra,MODIS,99,6.1NRT,296.06,19.99,N
-3.32952,-44.59437,317.21,2.24,1.45,2026-09-08,5,Terra,MODIS,94,6.1NRT,293.8,43.15,N
-4.06774,-56.29407,301.5,1.93,1.36,2026-09-08,7,Terra,MODIS,42,6.1NRT,287.29,8.42,N
-4.06696,-55.78146,304.15,1.76,1.3,2026-09-08,7,Terra,MODIS,59,6.1NRT,293.12,8.61,N
-3.88996,-55.83208,308.94,1.77,1.3,2026-09-08,7,Terra,MODIS,76,6.1NRT,292.13,17.16,N
-3.88791,-55.81679,313.04,1.76,1.3,2026-09-08,7,Terra,MODIS,86,6.1NRT,293.45,24.06,N
-3.81833,-55.89507,306.52,1.78,1.31,2026-09-08,7,Terra,MODIS,67,6.1NRT,294.47,11.45,N
-3.71468,-51.14188,305.59,1.0,1.0,2026-09-08,7,Terra,MODIS,58,6.1NRT,295.22,4.9,N
-3.70376,-55.4762,307.21,1.65,1.26,2026-09-08,7,Terra,MODIS,69,6.1NRT,295.17,9.46,N
-3.68727,-49.54227,308.64,1.05,1.02,2026-09-08,7,Terra,MODIS,71,6.1NRT,296.51,7.24,N
-3.68599,-49.53306,317.71,1.05,1.02,2026-09-08,7,Terra,MODIS,95,6.1NRT,295.96,14.89,N
-3.49226,-50.60513,307.02,1.0,1.0,2026-09-08,7,Terra,MODIS,64,6.1NRT,295.88,5.51,N
-3.44144,-53.05008,312.51,1.13,1.06,2026-09-08,7,Terra,MODIS,83,6.1NRT,295.62,11.44,N
-3.3712,-50.39502,317.33,1.01,1.0,2026-09-08,7,Terra,MODIS,94,6.1NRT,296.38,12.9,N
-3.36238,-50.39627,309.57,1.01,1.0,2026-09-08,7,Terra,MODIS,74,6.1NRT,295.91,7.03,N
-3.34063,-53.41,307.76,1.18,1.08,2026-09-08,7,Terra,MODIS,69,6.1NRT,295.54,7.64,N
-3.26659,-50.02949,307.43,1.02,1.01,2026-09-08,7,Terra,MODIS,67,6.1NRT,295.75,5.66,N
-3.24397,-47.25632,315.97,1.4,1.17,2026-09-08,7,Terra,MODIS,92,6.1NRT,295.67,20.26,N
-3.24221,-47.24405,325.34,1.41,1.17,2026-09-08,7,Terra,MODIS,100,6.1NRT,295.67,35.44,N
-3.06678,-49.52182,318.42,1.06,1.03,2026-09-08,7,Terra,MODIS,97,6.1NRT,295.86,15.39,N
-3.05414,-59.28027,300.8,3.26,1.71,2026-09-08,7,Terra,MODIS,10,6.1NRT,284.75,17.17,N
-2.9792,-47.33746,309.29,1.4,1.17,2026-09-08,7,Terra,MODIS,75,6.1NRT,296.29,10.58,N
-2.97708,-49.27588,304.26,1.09,1.04,2026-09-08,7,Terra,MODIS,48,6.1NRT,290.66,4.98,N
-2.97575,-49.26637,303.76,1.09,1.04,2026-09-08,7,Terra,MODIS,38,6.1NRT,292.09,4.66,N
-2.97062,-49.56061,313.68,1.06,1.03,2026-09-08,7,Terra,MODIS,86,6.1NRT,295.93,10.96,N
-2.96891,-47.33881,310.95,1.4,1.17,2026-09-08,7,Terra,MODIS,80,6.1NRT,295.12,12.27,N
-2.88286,-50.45824,310.76,1.01,1.0,2026-09-08,7,Terra,MODIS,22,6.1NRT,296.68,6.53,N
-2.84298,-53.98669,306.41,1.26,1.11,2026-09-08,7,Terra,MODIS,63,6.1NRT,295.32,7.39,N
-2.75788,-49.48884,306.05,1.07,1.03,2026-09-08,7,Terra,MODIS,58,6.1NRT,295.94,4.32,N
-2.75658,-49.47947,316.19,1.07,1.03,2026-09-08,7,Terra,MODIS,92,6.1NRT,297.15,12.64,N
-2.73336,-51.3812,311.66,1.0,1.0,2026-09-08,7,Terra,MODIS,80,6.1NRT,295.7,8.28,N
-2.72957,-51.82839,311.95,1.02,1.01,2026-09-08,7,Terra,MODIS,81,6.1NRT,296.04,9.0,N
-2.63351,-46.77534,316.92,1.55,1.23,2026-09-08,7,Terra,MODIS,94,6.1NRT,295.99,23.77,N
-2.60963,-51.21744,308.59,1.0,1.0,2026-09-08,7,Terra,MODIS,71,6.1NRT,295.8,6.34,N
-2.55184,-48.42831,309.16,1.21,1.09,2026-09-08,7,Terra,MODIS,74,6.1NRT,294.33,9.2,N
-2.425,-48.94482,331.46,1.14,1.06,2026-09-08,7,Terra,MODIS,100,6.1NRT,295.15,35.25,N
-2.30631,-48.57766,309.85,1.19,1.09,2026-09-08,7,Terra,MODIS,76,6.1NRT,295.47,8.49,N
-1.97202,-56.49714,319.94,1.86,1.33,2026-09-08,7,Terra,MODIS,99,6.1NRT,290.23,39.57,N
-1.87347,-47.98465,305.8,1.31,1.14,2026-09-08,7,Terra,MODIS,59,6.1NRT,295.17,6.04,N
-1.70836,-55.17528,317.45,1.46,1.19,2026-09-08,7,Terra,MODIS,95,6.1NRT,294.72,23.0,N
-1.4797,-54.85458,306.77,1.37,1.16,2026-09-08,7,Terra,MODIS,60,6.1NRT,295.0,6.71,N
-1.47804,-54.84263,357.69,1.37,1.16,2026-09-08,7,Terra,MODIS,100,6.1NRT,296.52,122.87,N
-1.2033,-55.75164,306.97,1.58,1.24,2026-09-08,7,Terra,MODIS,4,6.1NRT,293.34,8.83,N
-1.20142,-55.73789,308.28,1.58,1.24,2026-09-08,7,Terra,MODIS,20,6.1NRT,293.82,10.35,N
-1.19952,-55.72404,309.25,1.57,1.24,2026-09-08,7,Terra,MODIS,45,6.1NRT,293.52,11.72,N
-1.19762,-55.71014,308.8,1.57,1.23,2026-09-08,7,Terra,MODIS,35,6.1NRT,293.34,11.1,N
-1.09532,-48.05595,306.19,1.33,1.14,2026-09-08,7,Terra,MODIS,62,6.1NRT,294.06,8.26,N
-0.9323,-47.18967,308.37,1.54,1.22,2026-09-08,7,Terra,MODIS,72,6.1NRT,293.07,13.54,N
2.06201,-50.83992,302.79,1.04,1.02,2026-09-08,7,Terra,MODIS,51,6.1NRT,284.12,4.52,N
2.51127,-50.8582,304.07,1.05,1.02,2026-09-08,7,Terra,MODIS,58,6.1NRT,289.0,4.14,N
3.32256,-61.31914,302.57,3.73,1.81,2026-09-08,9,Terra,MODIS,50,6.1NRT,288.18,19.61,N
5.08631,-52.60181,303.12,1.0,1.0,2026-09-08,9,Terra,MODIS,50,6.1NRT,289.54,4.03,N
-32.80661,-70.95023,312.7,1.09,1.04,2026-09-08,137,Terra,MODIS,85,6.1NRT,281.77,17.04,N
-27.2628,-65.10086,310.98,1.62,1.25,2026-09-08,137,Terra,MODIS,81,6.1NRT,276.69,30.37,N
-27.26,-65.08492,319.23,1.63,1.26,2026-09-08,137,Terra,MODIS,98,6.1NRT,277.83,44.59,N
-26.09479,-64.17716,306.61,1.98,1.37,2026-09-08,139,Terra,MODIS,69,6.1NRT,279.1,31.35,N
-24.43909,-62.78968,317.49,2.71,1.58,2026-09-08,139,Terra,MODIS,95,6.1NRT,282.36,81.12,N
-24.4302,-62.7862,316.05,2.71,1.58,2026-09-08,139,Terra,MODIS,92,6.1NRT,282.61,75.41,N
-23.45207,-61.62044,305.36,3.47,1.75,2026-09-08,139,Terra,MODIS,64,6.1NRT,281.53,57.92,N
-23.44757,-61.61619,303.88,3.47,1.75,2026-09-08,139,Terra,MODIS,57,6.1NRT,280.96,49.47,N
-18.88231,-63.07027,300.23,3.43,1.74,2026-09-08,139,Terra,MODIS,22,6.1NRT,285.6,32.24,N
-16.95983,-63.38078,308.53,3.57,1.77,2026-09-08,139,Terra,MODIS,75,6.1NRT,284.98,66.73,N
-16.95472,-63.3765,313.52,3.57,1.77,2026-09-08,139,Terra,MODIS,87,6.1NRT,285.05,84.25,N
-16.95382,-63.34838,301.58,3.6,1.78,2026-09-08,139,Terra,MODIS,42,6.1NRT,284.98,40.16,N
3.41839,-72.3343,308.5,1.65,1.26,2026-09-08,147,Terra,MODIS,70,6.1NRT,288.64,18.06,N
-11.48909,-51.11348,320.73,1.02,1.01,2026-09-08,659,Aqua,MODIS,100,6.1NRT,291.81,18.26,N
-11.48022,-51.11215,330.85,1.02,1.01,2026-09-08,659,Aqua,MODIS,100,6.1NRT,291.98,30.29,N
-7.06446,-56.46572,307.91,1.88,1.34,2026-09-08,659,Aqua,MODIS,73,6.1NRT,287.86,24.52,N
-6.57431,-51.09395,310.79,1.0,1.0,2026-09-08,659,Aqua,MODIS,81,6.1NRT,293.2,9.38,N
-6.57298,-51.1027,312.66,1.0,1.0,2026-09-08,659,Aqua,MODIS,85,6.1NRT,292.72,10.77,N
-4.97867,-50.63803,303.65,1.0,1.0,2026-09-08,659,Aqua,MODIS,56,6.1NRT,292.44,5.57,N
-4.4773,-48.18453,309.03,1.16,1.07,2026-09-08,659,Aqua,MODIS,76,6.1NRT,293.6,10.55,N
-4.36335,-47.77673,318.3,1.21,1.1,2026-09-08,659,Aqua,MODIS,97,6.1NRT,293.68,20.8,N
-4.10627,-49.05795,307.69,1.05,1.03,2026-09-08,659,Aqua,MODIS,72,6.1NRT,295.39,7.07,N
-4.10491,-49.06713,305.4,1.05,1.02,2026-09-08,659,Aqua,MODIS,64,6.1NRT,295.13,5.42,N
-4.04463,-50.87529,304.15,1.01,1.0,2026-09-08,659,Aqua,MODIS,59,6.1NRT,293.26,4.7,N
-4.03586,-50.87399,305.16,1.01,1.0,2026-09-08,659,Aqua,MODIS,63,6.1NRT,293.85,5.38,N
-3.5458,-48.17083,333.75,1.13,1.06,2026-09-08,659,Aqua,MODIS,100,6.1NRT,296.66,39.43,N
-3.54432,-48.18068,366.89,1.13,1.06,2026-09-08,659,Aqua,MODIS,100,6.1NRT,299.09,126.26,N
-3.2471,-50.82645,305.68,1.01,1.0,2026-09-08,659,Aqua,MODIS,65,6.1NRT,294.53,5.46,N
-3.24522,-47.24413,303.46,1.26,1.12,2026-09-08,659,Aqua,MODIS,52,6.1NRT,293.33,6.0,N
-3.24259,-47.24831,306.46,1.26,1.12,2026-09-08,659,Aqua,MODIS,68,6.1NRT,293.39,8.93,N
-3.06646,-49.51616,309.32,1.01,1.01,2026-09-08,659,Aqua,MODIS,77,6.1NRT,294.62,8.14,N
-15.80077,-61.83809,304.28,3.34,1.72,2026-09-08,701,Aqua,MODIS,32,6.1NRT,285.06,40.45,N
-15.795,-61.86803,312.6,3.35,1.73,2026-09-08,701,Aqua,MODIS,85,6.1NRT,284.99,73.23,N
-15.79157,-61.80516,318.69,3.32,1.72,2026-09-08,701,Aqua,MODIS,97,6.1NRT,285.88,100.77,N
-15.7858,-61.83495,304.16,3.34,1.72,2026-09-08,701,Aqua,MODIS,54,6.1NRT,285.06,41.01,N
-15.77993,-61.86527,301.8,3.35,1.73,2026-09-08,701,Aqua,MODIS,28,6.1NRT,284.82,33.72,N
-13.30571,-45.23985,301.25,2.56,1.54,2026-09-08,701,Aqua,MODIS,39,6.1NRT,288.67,17.77,N
-13.29499,-45.21523,325.19,2.57,1.54,2026-09-08,701,Aqua,MODIS,100,6.1NRT,289.33,92.82,N
-13.29223,-45.23798,316.2,2.56,1.54,2026-09-08,701,Aqua,MODIS,93,6.1NRT,289.23,57.05,N
-13.27925,-61.768,301.74,3.73,1.81,2026-09-08,701,Aqua,MODIS,44,6.1NRT,286.3,39.63,N
-13.27131,-61.77398,300.78,3.73,1.81,2026-09-08,701,Aqua,MODIS,33,6.1NRT,286.26,36.33,N
-8.27119,-42.11216,308.58,3.3,1.72,2026-09-08,1049,Terra,MODIS,48,6.1NRT,293.89,21.56,D
-6.97013,-37.99797,312.01,1.65,1.26,2026-09-08,1049,Terra,MODIS,51,6.1NRT,299.73,8.89,D
-13.04304,-42.30295,316.35,2.76,1.59,2026-09-08,1051,Terra,MODIS,73,6.1NRT,296.42,36.91,D
-12.3872,-43.44146,308.97,3.49,1.76,2026-09-08,1051,Terra,MODIS,44,6.1NRT,293.53,27.1,D
-12.37638,-43.43356,313.23,3.49,1.76,2026-09-08,1051,Terra,MODIS,56,6.1NRT,293.22,44.42,D
1.48229,-50.86414,317.23,1.87,1.34,2026-09-08,1225,Terra,MODIS,73,6.1NRT,292.96,23.52,D
-5.28911,-60.11309,320.39,1.18,1.08,2026-09-08,1227,Terra,MODIS,77,6.1NRT,294.39,16.45,D
-5.2876,-60.12347,316.79,1.18,1.08,2026-09-08,1227,Terra,MODIS,71,6.1NRT,295.73,11.83,D
-5.13974,-56.27094,312.55,1.05,1.02,2026-09-08,1227,Terra,MODIS,67,6.1NRT,300.71,7.6,D
-4.98563,-50.63884,314.69,2.5,1.52,2026-09-08,1227,Terra,MODIS,69,6.1NRT,297.43,24.42,D
-4.67575,-55.63237,314.88,1.1,1.05,2026-09-08,1227,Terra,MODIS,70,6.1NRT,299.47,10.43,D
-4.66652,-55.6312,312.38,1.1,1.05,2026-09-08,1227,Terra,MODIS,45,6.1NRT,298.28,7.71,D
-4.03321,-52.07438,311.75,1.85,1.33,2026-09-08,1227,Terra,MODIS,62,6.1NRT,299.22,17.17,D
-3.96203,-58.95864,307.37,1.08,1.04,2026-09-08,1227,Terra,MODIS,33,6.1NRT,292.78,4.34,D
-3.95858,-59.35696,310.96,1.12,1.05,2026-09-08,1227,Terra,MODIS,65,6.1NRT,295.02,7.34,D
